Longitude,Latitude,Mammal,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Mean.Elevation,SD.Elevation
155,-5,121,259.1637168,70.07522124,84.39159292,424.0331858,302.119469,219.2986726,82.82079646,259.1393805,258.960177,262.9358407,252.6570796,3352.838496,408.4800885,193.4557522,24.34955752,1121.150442,641.5752212,873.7765487,849.9137168,342.7932848,396.3135997
165,-5,36,258.8358209,72.58208955,84.47761194,404.0298507,300.8208955,215.4477612,85.37313433,262.3731343,255.0298507,262.7910448,252.6268657,3077.776119,395.2985075,166.641791,29.14925373,1104.134328,583.9701493,995.1044776,629.6865672,275.5931953,323.2895148
175,-5,2,284.1724138,55.75862069,91.31034483,140.9655172,315.7241379,255.0344828,60.68965517,283.4137931,284.4137931,285.1034483,282.3448276,1979.62069,255.8965517,112.7931034,28.62068966,680.4827586,374.5517241,468.0344828,440.8275862,2.570446735,4.079936545
-175,-15,9,253.7307692,59.13461538,69.63461538,938.7980769,299.9230769,213.9038462,86.01923077,264.5673077,241.7788462,264.8942308,240.7115385,2534.817308,356.7884615,102.5,39.21153846,961.8942308,345.3461538,912.1730769,359.1346154,258.0026547,348.0418077
-165,-15,4,263,55.8,75.33333333,620.6,302.2666667,227.5333333,74.73333333,268.7333333,255,270.3333333,254.2,3244.266667,388.4,171.6666667,28.93333333,1078.666667,595.8666667,916,606.6,85.36645963,133.5980233
-155,-15,1,260.36,53.84,67.16,955.68,301.24,221.52,79.72,268.92,247.16,271.4,247.16,1892.6,270.44,68.24,44.8,759,225.12,624.96,225.12,74.59679573,115.1517845
-145,-15,1,247.6875,63.375,68.25,995.8125,293.9375,201.875,92.0625,256.1875,251.5179856,258.9375,233.75,1567.115108,220.2158273,61.52517986,39.87769784,618.057554,208.8057554,696.8125,204.75,199.3165247,301.4137326
-75,-15,356,145.2542169,139.6849398,74.0439759,1252.293976,231.7903614,43.91024096,187.8801205,154.0319277,134.0771084,158.8343373,127.2240964,1032.866867,167.176506,23.26506024,74.89819277,471.1126506,81.87650602,375.2698795,86.77349398,2374.296754,1697.388326
-65,-15,417,212.7577778,128.66,68.58111111,1503.590833,298.6375,111.8755556,186.7619444,224.5836111,193.6066667,227.225,190.3733333,1367.732778,230.7177778,22.45444444,70.99194444,631.2566667,86.81666667,406.4597222,111.4977778,1056.636968,1437.884459
-55,-15,273,247.7002778,128.5008333,69.06694444,1266.648056,332.0355556,147.1602778,184.8752778,255.3427778,231.5161111,259.0366667,228.2766667,1646.364167,286.9569444,11.20527778,71.60472222,792.6222222,48.54666667,458.435,82.00416667,358.1997097,176.9771382
-45,-15,277,233.1438889,121.0888889,69.71722222,1265.681667,313.3411111,140.805,172.5361111,240.4388889,218.0622222,245.8944444,214.2458333,1187.623889,227.5647222,7.224444444,80.01416667,613.8994444,28.32,331.0997222,44.48277778,630.1787746,238.6036477
-35,-15,203,237.6245283,85.35283019,66.36415094,1438.645283,301.9264151,174.8188679,127.1075472,239.8320755,233.4,253.4433962,216.8358491,1096.516981,148.4660377,48.78679245,35.68301887,396.7396226,172.545283,262.9358491,284.9188679,220.2156102,154.991043
-5,-15,0,191.6666667,28,35,1903.333333,237.6666667,158.3333333,79.33333333,203.6666667,205.6666667,216.6666667,168.3333333,617.3333333,95.33333333,17.33333333,41.66666667,229.6666667,71,163,169,289.9768786,215.0572383
15,-15,238,211.4846467,139.4224935,61.1927488,2358.265261,309.8745838,83.16722161,226.7073622,226.8224195,176.7021828,233.4372919,175.7665557,762.4620792,163.5231225,0,100.2053274,422.791343,1.126526082,240.7328894,3.931187569,1179.623101,343.4559216
25,-15,271,211.4786111,151.0547222,58.02833333,2737.208333,327.7488889,68.94194444,258.8069444,228.6916667,171.0983333,237.7922222,170.6925,925.4058333,205.5930556,0.003333333,105.4755556,574.9527778,0.971944444,279.2338889,3.050833333,1107.095897,168.2976173
35,-15,259,227.795679,118.795679,59.66481481,2300.141667,321.954321,123.3592593,198.5950617,243.6509259,201.8391975,251.7098765,193.8425926,1053.101543,242.1496914,4.310493827,104.7030864,669.7308642,17.92654321,351.0959877,25.57530864,694.6944541,419.5723325
45,-15,262,236.0707621,113.5186625,67.67496112,1776.696734,312.6399689,145.899689,166.7402799,251.8452566,213.8048212,253.6205288,209.9618974,1538.849922,358.2573872,16.13763608,98.07153966,920.7721617,62.88880249,718.218507,79.43079316,516.3224623,475.1150697
55,-15,54,243.4390244,75.29268293,62.43902439,1707.658537,302.8780488,183,119.8780488,261.5609756,233.5609756,262.9268293,219.8536585,2019.268293,285.6097561,66.92682927,43.3902439,793.6341463,244.1707317,765.1707317,361.5609756,180.51302,228.9093361
65,-15,1,243,57,53,1786.666667,293.6666667,187,106.6666667,264,232,264,219,1070,164.6666667,42.33333333,45.66666667,446,131.3333333,446,184,99.88387097,101.1601504
95,-15,0,266,46.5,72,601.25,299.5,235.5,64,272,261.25,273,257.5,1941.5,242,65.5,37,673.75,239.75,652.25,416.75,4.363636364,4.588151737
105,-15,4,256.5,49.25,74.5,581.25,291.25,225.5,65.75,260,249.25,263.5,247.25,1866.75,293.5,23.25,59.75,837.5,103.5,674,152,159.2176166,110.2062191
115,-15,54,263.8333333,132.8333333,59.33333333,3449.333333,361.3333333,135.3333333,226,300,246.3333333,300.6666667,214,490.5,125.8333333,2.833333333,104.6666667,307.3333333,12.66666667,257,37.5,9.126865672,14.041363
125,-15,130,270.005041,130.0781348,55.35097669,3460.286704,371.3232514,136.0510397,235.2722117,297.0126024,231.3333333,305.6868305,218.8588532,703.4814115,193.4253308,1.166981727,113.9609326,491.7983617,10.04725898,264.9376181,15.00063012,237.3496203,153.6656575
135,-15,95,264.9118979,131.6475916,54.88349115,3501.015644,370.3211198,130.6158913,239.7052285,292.5442569,214.8464389,302.2972417,213.562783,821.4462742,202.7562783,1.241663236,107.3841087,543.929189,8.76945245,314.6681762,9.387402223,180.8011877,103.735387
145,-15,213,252.4393396,119.0236899,58.35893754,2742.140704,346.1959799,141.8033022,204.3926777,275.4149318,220.7035176,282.2232592,212.4931802,1122.78392,278.5262024,8.361809045,108.7394113,740.1055276,30.09906676,510.724336,40.84493898,218.7297761,230.2400353
155,-15,91,258.3684211,62.84210526,68.70526316,969.5789474,308.8315789,217.7052632,91.12631579,261.2736842,254.6315789,269.2421053,245.0526316,2579.789474,305.0526316,133.2736842,29.54736842,861.4421053,441.1157895,696.9263158,589.0105263,194.9506677,241.7975932
165,-15,32,248.0111732,65.7877095,71.06145251,914.2681564,295.7039106,202.396648,93.30726257,257.7541899,238.4804469,258.7765363,235.3910615,2978.782123,367.7821229,155.1005587,30.06703911,1012.765363,517.2346369,992.7541899,558.2346369,239.3003109,244.3503114
175,-15,9,246.0656934,62.64963504,63.94890511,1218.160584,297.7445255,200.1751825,97.56934307,260.3649635,230.1678832,260.810219,229.5985401,2443.270073,349.2554745,95.59124088,42.97810219,969.0875912,319.1751825,966.5547445,324.3065693,214.3628953,210.5477748
-175,-25,2,234.25,62.5,55.875,1713.6875,293.9375,182.8125,111.125,252.4375,220.625,256.3125,212.25,1627.3125,216.5,87.6875,29.9375,588.1875,289.5,585.4375,322.625,44.70547945,71.2291177
-155,-25,2,239.75,55.41666667,57.41666667,1522.833333,288.75,192.75,96,255.75,222.5833333,259.25,220.5833333,1954,268,85.91666667,36.08333333,714,297.6666667,674,323,58.5088968,75.33388129
-145,-25,1,227,55.5,51.5,1866.5,280.5,174,106.5,231.75,215.0909091,251.5,204,2025.727273,218,121.3636364,19.18181818,617.3636364,398.5454545,614.5,426,62.64573991,89.14375003
-105,-25,1,202.3333333,71,56,1981.666667,271.3333333,145.3333333,126,199.3333333,189.3333333,229.3333333,179,1141.666667,136.3333333,75.33333333,18.66666667,358.6666667,240.3333333,247.6666667,284.3333333,116.027668,114.2011732
-85,-25,0,164,79,53,2386,243,96,147,145,193,196,136,161,35,1,85,94,5,8,65,2,0.816496581
-75,-25,36,140.2210526,108.1403509,59.75789474,2478.161404,231.1508772,53.0877193,178.0631579,114.6315789,168.7263158,171.8350877,108.2210526,33.94736842,9.649122807,0.242105263,85.62807018,22.9754386,0.835087719,1.245614035,21.70175439,1260.014554,988.8398973
-65,-25,243,159.8361111,145.1611111,56.97527778,3809.059722,280.0247222,25.1275,254.8972222,198.5780556,119.045,204.1911111,107.5277778,443.515,82.44944444,4.838611111,86.92861111,221.94,19.87944444,215.8427778,25.40611111,1664.616552,1675.477449
-55,-25,259,212.1536111,119.1794444,57.06944444,3131.520278,313.9936111,105.5475,208.4461111,234.0291667,179.9758333,249.3208333,170.5391667,1418.028889,174.5597222,63.27527778,31.91861111,473.6402778,224.9977778,441.3444444,248.31,324.1352699,266.67968
-45,-25,261,200.4255875,111.1436031,60.83420366,2286.186684,282.5326371,101.7715405,180.7610966,224.7062663,170.7317232,226.6253264,168.9379896,1440.676893,238.555483,37.42885117,58.40665796,652.1762402,130.8146214,591.0900783,143.8714099,658.0786837,333.0718486
-25,-25,0,246.75,9.5,16,1716.5,277.25,219.75,57.5,260.5,262.75,268.75,224.25,741,87.5,40.75,25.25,251,137,161.25,153.75,102.7222222,142.3867168
15,-25,142,188.5323356,154.1245323,59.26349546,3765.67985,308.6034206,47.61517905,260.9882416,220.848744,148.2549439,231.3944415,136.3821486,199.9561732,49.09994655,0.786210583,92.29877071,128.6905398,4.181186531,94.71833244,7.149652592,1052.904329,407.6191506
25,-25,231,188.9819444,160.7063889,54.61,4570.638889,316.0227778,23.64805556,292.3747222,233.805,125.9105556,238.4380556,124.5761111,446.9813889,87.15277778,3.171111111,80.45944444,234.7347222,12.99861111,211.3302778,13.55138889,1167.090924,294.7997243
35,-25,237,216.7317582,128.9193885,59.52883947,2942.036136,309.0597637,94.15774844,214.9020153,247.5948575,179.113968,248.2515636,174.3120222,725.4933982,134.6643502,11.161918,76.41000695,376.0917304,41.31410702,366.7282835,43.91799861,443.3300147,445.3188903
45,-25,126,226.2002328,127.6880093,63.20954598,2577.046566,316.0128056,116.4551804,199.5576251,252.9685681,194.2537835,253.3841676,189.0826542,1104.090803,239.4284051,18.71711292,92.46682189,633.5634459,69.20372526,591.0197905,88.13271246,520.1047066,417.0967884
55,-25,7,215.862069,66.5862069,53.06896552,2145.862069,278.8275862,154.7241379,124.1034483,242.6896552,196.5172414,242.6896552,188.3793103,1586.896552,255.8275862,48.62068966,51.55172414,693.0344828,175.2758621,693.0344828,221.3793103,591.6216854,610.5118948
115,-25,77,230.4692898,142.7332054,47.65019194,5578.287908,381.8397313,84.11420345,297.7255278,231.0902111,235.3637236,299.1401152,156.7840691,268.2528791,53.56190019,3.717850288,68.61036468,134.1900192,15.88435701,93.14779271,82.23752399,335.1268017,183.1246312
125,-25,67,228.3244444,149.2625,47.52305556,5766.873333,378.6058333,67.10833333,311.4975,278.1208333,193.5827778,295.4294444,149.4822222,231.5116667,43.66083333,5.5775,55.85666667,108.3516667,21.07027778,100.3052778,35.48611111,410.1828785,105.3606243
135,-25,63,221.4113889,153.5297222,48.02861111,5824.406944,373.6402778,56.94944444,316.6908333,285.1341667,161.2766667,290.5172222,142.2961111,241.1652778,44.52583333,6.724166667,52.9225,112.7566667,26.34305556,108.8697222,29.65138889,299.1218556,203.714323
145,-25,114,219.2332304,143.6528207,48.5742352,5399.258209,357.1352793,63.30255403,293.8327252,278.0426607,162.9668818,282.7499298,144.9854056,462.6205445,85.31911311,12.1872018,57.96772383,221.5127701,48.88324446,211.1821499,54.92758911,229.5586159,125.6736428
155,-25,103,192.5249042,126.2592593,50.59770115,4353.031928,305.3537676,58.20178799,247.1519796,242.0842912,142.0906769,243.4444444,132.2950192,914.4878672,133.6436782,32.22094508,43.01021711,371.7241379,119.3461047,363.9501916,135.3052363,313.3817915,235.0419326
165,-25,14,222.1129032,72.58870968,53.78225806,2217.233871,286.4274194,152.6451613,133.7822581,249.2580645,204.9516129,249.7983871,192.8064516,1625.564516,237.7903226,67.93548387,42.99193548,671.9274194,221.0887097,669.4516129,255.1693548,244.5795808,247.8997815
175,-25,0,226,67,53,1989,290,164,126,252,216,252,201,1997,260,107,30,723,336,723,377,2,1
-175,-35,0,187,73,52,2379,261,121,140,159,173,218,157,1559,164,96,17,469,313,409,422,16.33333333,35.60711539
-85,-35,1,147,73,53,2305,219,82,137,134,172,178,119,1021,158,33,55,468,103,128,359,101.3023256,198.1643447
-75,-35,73,100.7920686,130.0364416,55.18006431,3806.172562,236.8949625,2.961414791,233.9335477,58.2357985,148.3322615,150.5916399,52.90353698,864.0107181,170.0096463,15.62057878,81.3772776,463.9935691,57.81993569,58.96034298,437.1071811,1162.618637,1079.062795
-65,-35,130,151.7329562,146.1533239,48.94285714,5310.247525,308.4455446,12.61867044,295.8268741,196.046959,96.68826025,219.5131542,83.37142857,531.2557284,77.84639321,15.4602546,47.24299859,206.4475248,54.01216407,189.3595474,60.05685997,527.0649482,722.1926413
-55,-35,139,171.6281548,113.399327,46.93550196,4338.94111,303.2540662,64.18564218,239.068424,194.0891755,149.0830062,227.4083006,117.4290522,1145.624229,122.4290522,68.45092541,17.48345485,336.4234436,227.0128996,301.8132361,247.7010656,90.69924532,81.13140413
-15,-35,0,133.2,54,45,2285,196,77,119,109.8,163,163,104.8,1753.4,175.4,107.4,14.4,505,342.8,342.8,495.6,504.6778846,479.2207313
15,-35,107,168.8280802,139.6189112,55.76217765,3887.613181,298.6361032,50.42406877,248.2120344,128.504298,211.8882521,216.4126074,117.9054441,323.9283668,51.28080229,8.730659026,53.94269341,142.4842407,32.46991404,35.67048711,139.277937,520.5317823,372.6908865
25,-35,162,157.7239082,145.2272391,54.00148038,4263.128053,288.9059956,20.15396003,268.7520355,190.0281273,115.1065877,209.5862324,100.334567,449.4441155,65.15321984,15.88675056,43.27831236,173.434493,54.95706884,153.1324944,60.36713546,1039.595121,465.2290265
35,-35,98,185.4666667,93.73333333,55.16666667,2452.866667,258.4666667,90.76666667,167.7,212.9666667,152.8,215.4333333,152.0333333,1024.766667,137.1,27.63333333,46.36666667,382.9666667,101.7,382.2666667,101.7333333,454.5705457,293.1333024
75,-35,0,128,46,42,2146.333333,188.6666667,80,108.6666667,119.3333333,141.6666667,156.6666667,103.3333333,1138.666667,115.3333333,79.66666667,12.33333333,333.3333333,258,258.6666667,286.6666667,194.5929204,208.0040194
115,-35,53,168.2509004,126.8127251,49.68787515,4538.206483,312.0840336,58.04201681,254.0420168,119.0312125,210.8367347,227.3157263,112.3889556,516.2160864,90.84513806,13.51260504,56.13685474,243.0480192,48.10804322,53.01560624,237.9759904,281.3005423,108.6182674
125,-35,47,174.9019248,132.4766269,51.52428964,4332.495875,308.9275894,53.08982585,255.8377635,139.4949588,192.9770852,228.4747938,117.4601283,290.4592117,36.45187901,14.96516957,25.52703941,99.38588451,50.51695692,57.41796517,91.49679193,231.0197788,110.0656009
135,-35,77,175.0608255,132.865315,50.30412744,4642.862419,314.8747285,52.50398262,262.3707458,147.1904417,203.8443157,233.1144098,114.3569877,293.4757422,38.67270094,12.26212889,30.37002172,106.2519913,44.20637219,50.28167994,98.97538016,154.9294304,125.5963574
145,-35,101,159.9615764,129.3694581,47.05517241,5094.034154,306.4781609,33.59310345,272.8850575,165.6505747,162.2197044,224.8036125,94.07553366,537.752381,62.7589491,29.34121511,21.85747126,169.5691297,100.9993432,119.6591133,144.0318555,242.451734,257.7996647
155,-35,86,156.2119816,120.4654378,48.87788018,4446.009217,274.1290323,30.28801843,243.8410138,206.6313364,108.3064516,210.5967742,96.83870968,1022.258065,137.3087558,47.81797235,31.50691244,367.578341,159.9953917,343.7327189,192.2788018,484.6923432,355.4188813
175,-35,6,132.4237288,88.84322034,47.10805085,3319.550847,230.3474576,43.68220339,186.6652542,90.52966102,166.4978814,174.8622881,89.52754237,1635.586864,176.9088983,98.0529661,18.21610169,507.6504237,326.5021186,341.7648305,506.970339,322.5515826,293.6952213
-175,-45,1,114.8235294,56.52941176,43.17647059,2462.352941,181,51.64705882,129.3529412,90.17647059,127.1764706,146.8235294,83.88235294,908.4117647,106.9411765,53.47058824,22.58823529,297.7647059,178.2941176,197.8823529,287.1764706,71.82038835,78.97258583
-75,-45,70,71.64557704,88.88166374,47.48799063,3552.218512,173.1628588,-11.60984183,184.7727006,44.69420035,102.6818981,116.288225,25.37961336,1425.58348,171.1599297,77.31107206,32.57059168,486.3022847,260.5202109,280.321031,451.1775044,707.6092745,468.6998032
-65,-45,53,109.2216809,122.3544458,47.16077954,5000.065164,248.864799,-7.417783191,256.2825822,73.77527406,127.1638246,172.0511571,44.40073082,200.6278928,26.03897686,10.27527406,27.8319123,68.67661389,36.07064555,41.23325213,56.22046285,466.6469562,377.1679352
-15,-45,0,112,50,45,2084,170,61,109,89,139,139,85,3161,315,185,14,899,647,647,853,171,232.1034252
-5,-45,0,104,51,46.5,2055,162,53.5,108.5,80.5,130.5,130.5,77.5,3208.5,316,189.5,13,907,662.5,662.5,863.5,318.0982143,265.4599598
35,-45,0,51.16666667,51.33333333,54.5,1481.333333,101.3333333,8.166666667,93.16666667,58.66666667,41.33333333,71.5,32.83333333,2425.166667,230.5,177.6666667,7.666666667,662.3333333,549.3333333,628.6666667,571.5,328.4199346,296.9434556
55,-45,0,51,41.125,45.125,1717,101.625,11.125,90.5,40.125,37.875,74.625,31,2367.875,242.125,153.625,14.375,697.625,481.625,582.625,612.125,269.2825746,223.5661199
65,-45,1,40.34545455,61.21818182,50.49090909,2167.636364,107.8,-12.18181818,119.9818182,48.10909091,66.96363636,68.89090909,14.63636364,780.2727273,76.30909091,52.25454545,11.49090909,216.9818182,171.3818182,173.7454545,212.2545455,263.8590016,283.344298
75,-45,1,44.53333333,62,50.93333333,2172.8,112.2,-8.8,121,34.53333333,71.26666667,73.06666667,18.86666667,727.8666667,70.93333333,47.46666667,12,201.8,157.3333333,158.7333333,200.6666667,108.1678858,150.6605862
145,-45,36,106.4578313,86.09337349,49.67168675,2924.560241,201.7831325,29.96686747,171.8162651,75.97891566,144.0060241,144.1927711,68.67168675,1263.63253,146.4307229,59.06626506,23.93373494,408.3433735,208.496988,209.1807229,398.7650602,373.4940615,299.5636693
165,-45,7,81.47515528,97.04658385,46.83850932,3764.621118,190.4751553,-15.10559006,205.5807453,81.36956522,44.94720497,128.1490683,30.17080745,1878.381988,186.2608696,119.7639752,12.60248447,517.8602484,414.9968944,463.8229814,420.3167702,609.7948454,478.1586364
175,-45,6,100.3457031,89.40820313,45.75195313,3593.041016,200.5234375,7.162109375,193.3613281,83.06445313,124.5957031,144.8867188,52.25976563,1556.890625,159.5996094,86.01757813,16.125,454.109375,316.4511719,330.4082031,416.9335938,557.7518761,481.4578249
-75,-55,40,56.04337051,76.23172243,47.45477076,3018.427509,141.4981413,-17.44857497,158.9467162,67.03345725,46.03097893,93.18587361,15.72862454,1505.019827,155.7013631,102.0582404,13.3952912,428.5377943,334.291202,392.0185874,347.1846344,342.4006219,340.3477552
-65,-55,30,54.17013233,81.33459357,49.80718336,3098.440454,142.1247637,-20.05671078,162.1814745,69.8147448,39.66351607,92.10964083,13.14933837,488.0982987,52.65028355,27.88090737,19.15311909,145.3931947,93.11909263,134.9035917,114.5217391,211.273273,231.7477447
-55,-55,3,57.34117647,70.45882353,51.07058824,2591.047059,132.7058824,-3.929411765,136.6352941,88.27058824,41.42352941,89.02352941,24.11764706,559.8117647,65.92941176,33.37647059,19.6,172.0941176,106.1882353,164.8588235,128.1176471,68.5216515,88.19565173
-45,-55,0,23,57,41,2688,90,-48,138,32,34,56,-14,1115,112,70,15,330,219,292,290,3,0
-35,-55,0,4.52173913,61.26086957,45.08695652,2458.913043,74.34782609,-60.2173913,134.5652174,8.586956522,24.39130435,34.93478261,-28.04347826,1569.26087,162.2173913,90.02173913,17.7173913,467.4347826,291.4565217,393.2391304,423.2391304,484.6628462,417.3512145
-25,-55,0,116.3076923,42.38461538,27.92307692,3580.692308,196.3846154,46.84615385,149.5384615,74.84615385,160.6923077,163.2307692,70.92307692,3803.923077,434.1538462,198.1538462,23.15384615,1222.076923,663.4615385,698.8461538,1117.384615,167.9800797,245.0654621
5,-55,0,64,33,34,1858,111,16,95,50,87,87,39,3230,386,158,27,1101,537,537,926,165.3693694,209.9767055
75,-55,0,23.88888889,55.11111111,46.77777778,2273.111111,89.88888889,-27.33333333,117.2222222,15.88888889,52.11111111,54.11111111,-2.666666667,851,90.22222222,49.77777778,17.22222222,250.6666667,165.8888889,170,239.8888889,560.8017566,592.2056323
155,-55,1,43.5,33.5,46.75,1433.25,82,11.25,70.75,58.25,27.5,63.25,27.5,955.25,95,69,10.5,272.75,214.5,267,214.5,127.5224913,109.819108
165,-55,1,68.4,63.33333333,54.26666667,1903.8,129.2,13.13333333,116.0666667,72.6,46.86666667,92.66666667,43.8,1467.8,140.2,106.2666667,8.133333333,405.6,339.8666667,378.4,343.6666667,167.5955935,156.5071654
