Plot,X,Y,Elevation,Temp_annual,Temp_jan,Temp_july,Precipitation,pH,C_N,Acer campestre
MVP147,953362,2347612,720,8.3,-0.1,17.0,1343,3.7,25,0
MVP148,951462,2348375,935,7.5,-0.6,15.9,1637,4.8,12,0
MVP149,951025,2348187,935,7.5,-0.6,15.9,1637,4.9,20,0
MVP150,949037,2348850,1030,6.6,-1.1,14.8,1921,3.3,17,0
MVP151,951300,2336362,940,6.9,-1.0,15.1,1823,5.3,13,0
MVP152,941750,2379187,435,8.9,0.2,17.5,1050,6.1,13,0
MVS01,965800,2386500,630,7.9,-0.7,16.5,1168,5.0,,0
MVS02,971800,2389000,500,7.9,-0.7,16.5,1044,5.0,,0
MVS03,965700,2387600,840,6.8,-1.3,15.2,1438,4.5,,0
MVS04,970000,2391100,700,7.1,-1.0,15.6,1261,4.2,,0
MVS05,968500,2369000,630,8.7,-0.3,17.6,939,5.1,,0
MVS06,969700,2373000,500,9.1,-0.1,18.3,827,4.2,,0
MVS07,965800,2406800,370,8.8,0.3,17.4,1068,4.8,,0
MVS08,966100,2365600,650,8.4,-0.4,17.2,971,5.0,,0
MVS09,957600,2374000,780,7.8,-0.7,16.4,1188,3.7,,0
MVS10,951200,2358500,950,6.3,-1.3,14.4,1645,3.7,,0
MVS12,963900,2369900,360,7.9,-0.7,16.5,1160,4.7,,0
MVS13,951800,2381500,490,8.3,-0.3,17.0,1190,4.7,,0
MVS14,961800,2380100,510,8.1,-0.6,16.9,1132,4.6,,0
MVS15,960800,2384800,550,8.0,-0.7,16.5,1253,4.2,,0
MVS17,968200,2395500,715,6.7,-1.1,14.9,1472,6.0,,0
MVS18,965200,2410800,640,7.7,-0.4,16.0,1398,4.3,,0
MVS19,955200,2373100,710,7.8,-0.6,16.3,1187,3.7,,0
MVS20,964400,2405300,460,8.4,0.0,16.9,1192,4.4,,0
MVS21,962800,2379200,650,8.4,-0.5,17.1,1061,4.2,,0
MVS22,962200,2387600,820,7.2,-1.0,15.5,1466,3.7,,0
MVS23,968300,2389900,640,6.8,-1.3,15.1,1404,4.3,,0
MVS27,953900,2374500,600,8.1,-0.4,16.8,1112,3.8,,0
MVS28,948500,2381300,580,8.0,-0.4,16.5,1298,3.8,,0
MVS29,956000,2367000,840,6.8,-1.1,15.1,1360,4.2,,0
MVS30,923800,2374200,460,9.1,0.5,17.8,1032,3.6,,0
MVS31,934500,2375300,600,8.5,0.1,17.0,1175,4.0,,0
MVS33,952100,2402300,500,8.1,-0.1,16.4,1459,4.0,,0
MVS34,964600,2416000,560,8.4,0.0,17.0,1221,3.5,,0
MVS35,967400,2367000,540,8.6,-0.3,17.5,937,4.7,,0
MVS36,946900,2379200,560,8.1,-0.3,16.5,1245,3.6,,0
MVS38,952600,2365300,850,6.5,-1.3,14.7,1463,3.6,,0
MVS39,963700,2405400,540,8.4,0.0,16.9,1192,4.0,,0
MVS42,964600,2421500,350,8.8,0.2,17.5,1058,3.5,,0
MVS43,955600,2403100,670,7.7,-0.4,15.8,1557,3.7,,0
MVS44,947600,2366000,770,7.9,-0.4,16.5,1148,3.7,,0
MVS45,957100,2415200,420,8.6,0.2,17.2,1189,3.7,,0
MVS46,961600,2417500,510,8.5,0.1,17.0,1217,3.6,,0
MVS47,949500,2382500,760,8.0,-0.4,16.4,1347,3.3,,0
MVS48,973700,2392500,625,7.9,-0.6,16.5,1043,4.1,,0
MVS49,961000,2384800,585,8.0,-0.7,16.5,1253,3.5,,0
MVS51,951900,2361100,980,6.4,-1.3,14.6,1519,3.3,,0
MVS54,935000,2385000,350,9.1,0.3,17.7,1016,3.3,,0
MVS55,957300,2406200,600,7.8,-0.3,15.9,1502,3.4,,0
MVS58,955000,2387400,470,8.1,-0.4,16.7,1337,3.4,,0
MVS59,950300,2363000,671,7.0,-0.9,15.3,1365,3.2,,0
MVS60,967400,2367500,770,8.6,-0.3,17.5,937,3.5,,0
MVS61,959000,2365000,630,7.1,-1.0,15.4,1277,3.3,,0
MVS62,963200,2369700,750,7.8,-0.7,16.4,1180,3.4,,0
MVS63,956300,2412300,540,8.5,0.1,17.0,1258,3.5,,0
MVS64,936500,2387400,390,9.0,0.3,17.7,1016,3.4,,0
MVS65,939500,2389500,350,8.7,0.1,17.2,1147,3.4,,0
MVS66,963500,2406000,600,8.0,-0.2,16.3,1338,3.6,,0
MVS67,927200,2379000,450,8.8,0.3,17.4,1061,3.4,,0
MVS68,965800,2406800,350,8.8,0.3,17.4,1068,3.3,,0
MVS69,923800,2374200,440,9.1,0.5,17.8,1032,3.2,,0
MVS70,930500,2375500,605,8.7,0.3,17.3,1131,3.1,,0
MVS72,967100,2379300,450,8.4,-0.5,17.3,990,3.3,,0
MVS74,946600,2378000,700,8.2,-0.2,16.7,1196,3.2,,0
MVS76,936100,2376000,550,8.6,0.2,17.1,1151,3.3,,0
MVS77,960500,2414300,390,8.4,0.0,16.9,1258,3.3,,0
MVS82,967500,2416300,390,8.8,0.3,17.5,1068,3.5,,0
MVS83,934100,2386900,380,9.0,0.3,17.6,1016,3.4,,0
NHN01,532982,2486365,150,10.5,3.3,18.2,734,7.8,13,1
NHN02,501601,2497747,110,10.3,3.1,17.5,799,7.7,9,1
NHN03,480469,2507641,59,10.1,3.4,17.1,893,5.9,12,1
NHN04,532130,2486915,92,10.5,3.3,18.2,721,6.8,13,0
NHN05,488193,2502302,120,10.4,3.5,17.8,780,7.1,11,1
NHN06,543071,2534608,195,9.1,2.6,16.0,922,7.7,8,0
NHN07,542126,2520408,195,9.7,2.7,17.1,828,7.5,10,1
NHN08,503165,2480781,90,10.7,3.7,18.2,702,5.8,13,1
NHN09,515287,2543605,70,10.1,4.1,16.4,810,4.5,14,0
NHN10,538955,2557509,67,9.8,3.8,16.3,837,7.2,12,1
NHN11,501892,2497838,110,10.3,3.1,17.5,799,3.9,13,0
NHN12,481244,2491884,30,10.2,3.6,17.5,758,5.2,11,0
NHN13,538505,2555096,60,9.6,3.5,16.0,877,7.7,9,0
NHN14,538185,2554104,80,9.4,3.5,15.8,903,5.0,12,0
NHN15,536195,2485966,150,10.3,3.1,17.8,786,4.1,42,0
NHN16,480858,2475678,100,10.4,3.8,17.5,701,4.9,13,1
NHN17,511959,2472469,117,10.5,3.5,17.9,752,3.9,17,0
NHN18,487533,2466085,120,10.1,3.4,17.5,656,4.8,15,0
NHN19,543031,2534257,212,9.1,2.5,15.9,925,3.7,14,0
NHN20,495868,2480675,130,10.1,3.5,17.3,762,3.9,16,0
NHN21,538437,2487419,150,10.1,2.9,17.5,829,4.0,17,0
NHN22,545125,2531895,190,9.1,2.4,16.0,914,3.8,14,0
NHN23,517570,2543977,122,9.9,3.9,16.1,860,3.9,16,0
NHN24,478830,2493364,30,10.3,3.6,17.5,759,3.9,17,0
NHN25,438332,2505944,90,10.4,4.4,16.6,761,3.9,20,0
NHN26,488172,2502752,120,10.4,3.4,17.7,805,3.9,19,0
NHN27,514412,2503753,175,9.8,2.7,16.8,842,3.8,12,0
NHN28,493875,2482466,124,10.1,3.5,17.3,757,3.9,17,0
NHN29,538437,2487269,125,10.1,2.9,17.5,829,4.1,18,0
NHN30,497299,2482068,90,10.2,3.5,17.5,750,4.3,13,0
NHN31,548364,2545285,194,9.1,2.9,16.0,878,4.3,16,0
NHN32,527436,2522203,215,9.2,2.3,16.0,983,3.8,19,0
NHN33,490917,2500903,106,10.3,3.3,17.5,797,3.9,21,0
NHN34,487691,2492030,134,10.4,3.6,17.8,734,4.0,17,0
NHN35,541533,2548287,198,9.2,3.1,15.8,907,3.9,16,0
NHN36,545760,2545895,206,9.1,3.0,15.9,889,4.0,17,0
NHN37,531718,2490258,147,10.3,3.0,17.8,764,4.0,13,0
NHN38,501215,2491801,85,10.6,3.5,18.0,725,4.2,23,0
NHN39,491288,2499762,50,10.4,3.4,17.8,775,3.6,27,0
NHN40,543021,2534467,212,9.1,2.5,15.9,925,3.9,17,0
NHN41,512618,2475543,127,10.5,3.6,18.0,738,3.7,16,0
NHN42,497829,2482589,95,10.5,3.6,17.8,725,4.0,13,0
NHN43,533122,2486225,110,10.5,3.3,18.2,734,4.0,18,0
NHN44,487440,2492791,130,10.4,3.6,17.8,737,3.5,42,0
NHN45,487443,2466145,100,10.1,3.4,17.5,654,4.1,16,0
NHN46,487013,2465474,125,10.1,3.4,17.5,659,3.6,27,0
NHN47,486972,2466095,130,10.1,3.4,17.5,654,4.2,18,0
NHN48,493744,2483236,183,10.1,3.5,17.3,759,3.7,32,0
NHN49,487112,2466245,125,10.1,3.4,17.5,654,3.7,33,0
NHN50,491469,2499301,65,10.6,3.5,18.0,753,3.9,24,0
NHN51,502272,2497367,110,10.3,3.2,17.6,780,3.6,33,0
NHN52,509097,2501577,135,10.1,3.0,17.4,796,3.4,27,0
NHN53,487162,2466035,120,10.1,3.4,17.5,654,3.7,39,0
NHN54,480638,2475337,113,10.4,3.8,17.5,706,3.1,47,0
NHN55,486902,2465834,125,10.1,3.4,17.5,654,3.6,26,0
NHN56,479138,2496407,101,10.6,3.8,18.0,712,3.8,23,0
NHN57,486633,2465054,125,10.1,3.4,17.5,659,3.7,30,0
NHN59,499836,2489387,95,10.6,3.6,18.0,709,4.7,20,0
NHN60,479918,2497689,40,10.7,3.8,18.3,699,3.9,18,0
NHN61,480140,2495617,39,10.5,3.7,18.0,713,3.8,17,0
NHN62,480389,2496769,25,10.6,3.8,18.2,703,3.9,17,0
NHN63,505855,2484497,120,10.5,3.6,17.9,727,3.4,25,0
NHN65,482548,2500265,45,10.8,3.8,18.4,703,3.6,21,0
NHN66,511486,2477233,58,10.7,3.7,18.4,694,3.5,15,0
NHN67,506204,2486599,90,10.7,3.6,18.2,696,3.4,34,0
NHN68,480118,2497740,35,10.7,3.8,18.3,699,4.2,22,0
NHN70,534271,2489999,145,10.1,2.8,17.5,816,3.8,20,0
NHN71,568300,2557850,110,9.8,3.1,16.7,705,3.8,20,0
NHN72,501372,2482511,105,10.7,3.7,18.2,705,3.5,23,0
NHN73,536415,2486046,160,10.3,3.1,17.8,786,3.6,29,0
NHN74,568230,2557680,135,9.8,3.1,16.7,705,3.6,40,0
Niv01,679500,2256000,,9.8,2.4,18.0,880,7.7,14,1
Niv02,657170,2244920,,10.5,2.9,18.5,806,5.6,13,1
Niv03,678700,2274000,,10.3,2.5,18.5,806,5.4,18,0
Niv04,658150,2243750,,10.4,2.9,18.4,828,4.7,,0
Niv05,656750,2244550,,10.5,2.9,18.5,806,4.5,16,0
Niv06,662700,2227900,,10.1,2.7,18.1,873,5.0,13,0
Niv07,662700,2243450,,10.0,2.6,17.9,899,4.1,,0
Niv08,658750,2254880,,10.3,2.9,18.5,787,4.4,20,0
Niv09,666320,2250350,,9.9,2.6,17.9,900,3.9,22,0
Niv10,665900,2243620,,10.0,2.6,17.9,883,4.7,18,0
Niv11,665020,2241820,,10.0,2.6,18.0,893,4.7,16,0
Niv12,676350,2208520,,10.4,2.7,18.8,841,4.4,44,0
Niv13,665100,2241800,,10.0,2.6,18.0,893,4.3,18,0
Niv14,670150,2263500,,9.8,2.5,17.9,892,7.7,15,1
Niv15,670250,2263550,,9.8,2.3,17.9,893,7.8,12,1
Niv16,678500,2274220,,10.1,2.5,18.4,814,7.0,14,1
Niv17,665820,2250250,,9.9,2.6,17.9,900,7.6,,1
Niv18,679250,2256100,,9.8,2.4,18.0,880,7.5,12,1
Niv19,670300,2263750,,9.8,2.3,17.9,893,5.4,14,0
Niv20,660800,2243400,,10.1,2.7,18.0,886,4.7,19,0
Niv21,666500,2250350,,9.9,2.6,17.9,900,4.4,17,0
Niv22,674400,2261750,,10.0,2.5,18.1,863,4.0,28,0
Niv25,671020,2267180,,9.9,2.4,18.0,873,7.7,12,1
Niv26,657100,2244850,,10.5,2.9,18.5,806,4.8,13,1
Niv27,676520,2213850,,10.1,2.5,18.5,890,5.6,14,1
Niv28,663600,2243570,,10.0,2.6,18.0,887,4.4,,0
Nnb01,962200,2323500,290,10.0,0.7,19.0,933,4.1,15,0
Nnb02,962800,2323500,290,10.0,0.8,19.1,908,4.4,14,0
Nnb03,962800,2323500,290,10.0,0.8,19.1,908,4.1,13,0
Nnb04,970700,2328500,230,10.3,1.0,19.4,704,6.5,12,0
Nnb05,970700,2328500,230,10.3,1.0,19.4,704,6.4,13,0
Nnb06,972800,2329500,220,10.3,1.0,19.3,683,5.6,15,0
Nnb07,966000,2318300,270,10.1,0.8,19.3,888,4.4,12,0
Nnb09,972200,2330500,220,10.3,1.0,19.3,676,5.9,13,0
Nnb10,970200,2326500,240,10.2,1.0,19.3,720,5.1,12,1
Nnb12,972750,2327000,230,10.2,1.0,19.3,709,5.1,13,1
Nnb13,962800,2323500,290,10.0,0.8,19.1,908,4.2,16,0
Nnb14,967500,2320100,260,10.1,0.9,19.4,856,4.0,16,0
Nnb15,966000,2318200,270,10.1,0.8,19.3,888,4.3,13,0
Nnb16,973500,2328500,230,10.2,1.0,19.3,683,4.3,14,0
Nnb18,972000,2320000,240,10.3,1.0,19.5,774,4.3,12,0
Nnb19,975800,2323700,220,10.3,1.0,19.4,703,7.4,12,1
Nnb20,971800,2323200,240,10.3,1.0,19.4,743,5.3,12,0
Nnb21,971000,2324000,240,10.3,1.0,19.4,740,4.5,14,1
Nnb22,974300,2324000,230,10.3,1.0,19.4,721,4.5,13,0
Nnb23,966000,2318300,270,10.1,0.8,19.3,888,4.9,12,0
Nnb25,974500,2322000,230,10.3,1.0,19.4,730,4.5,15,0
Nnb26,972750,2327000,230,10.2,1.0,19.3,709,5.0,13,0
Nnb27,962800,2323500,290,10.0,0.8,19.1,908,4.2,16,0
Nnb29,969500,2319200,250,10.3,0.9,19.4,833,4.2,12,0
Nnb30,974500,2322000,230,10.3,1.0,19.4,730,4.3,14,0
Ogn01,846000,2264500,215,10.2,1.6,19.1,822,5.4,10,0
Ogn03,866875,2255875,235,10.2,1.5,18.9,999,6.2,10,1
Ogn04,888375,2271500,280,10.0,1.3,18.8,1058,4.3,14,0
Ogn05,887375,2271625,275,10.1,1.4,18.9,1041,4.7,14,0
Ogn06,859625,2255812,245,10.1,1.4,18.9,950,4.4,16,0
Ogn09,887500,2270125,250,10.0,1.3,18.8,1065,4.3,28,0
Ogn10,873750,2263000,240,10.4,1.6,19.2,1030,4.4,15,0
Ogn20,872000,2259000,225,10.3,1.6,19.0,1041,6.4,12,1
Orl01,588750,2342700,118,10.4,2.9,18.4,585,8.0,14,0
Orl02,556900,2329350,122,10.6,3.1,18.5,641,6.9,13,1
Orl03,557150,2329500,122,10.6,3.1,18.5,641,4.6,16,0
Orl05,585250,2337050,142,10.3,2.8,18.2,628,4.4,18,0
Orl06,575650,2333400,127,10.3,2.9,18.3,648,4.5,14,0
Orl07,585200,2334500,139,10.3,2.8,18.3,638,4.6,18,0
Orl09,597550,2331350,135,10.4,2.9,18.3,689,4.5,20,0
Orl11,554250,2323750,111,10.6,3.2,18.5,639,4.7,21,0
Orl15,585500,2333800,128,10.3,2.8,18.3,638,4.5,20,0
Orl18,599300,2331900,135,10.3,2.9,18.3,682,4.8,19,0
Orl22,594800,2339350,140,10.3,2.9,18.2,610,4.0,20,0
Orl24,593650,2329100,136,10.4,2.9,18.3,682,4.1,27,0
Orl28,608800,2313100,149,10.4,3.0,18.4,703,4.9,25,0
Orl30,603450,2322600,135,10.4,2.9,18.4,708,4.1,27,0
Orl31,614400,2310100,148,10.4,2.9,18.3,704,4.3,21,0
Orl32,595725,2336275,165,10.3,2.9,18.2,632,4.7,20,0
Orl35,591000,2329400,132,10.4,2.9,18.4,663,4.2,23,0
Orl37,629050,2309925,130,10.3,2.9,18.4,687,4.7,16,0
Orl39,597650,2324375,132,10.4,2.9,18.4,712,4.2,16,0
Orl42,595300,2335775,148,10.3,2.9,18.2,627,3.9,27,0
Orl43,591000,2329400,125,10.4,2.9,18.4,663,4.0,22,0
Orl44,604950,2322350,135,10.5,2.9,18.4,703,3.9,22,0
Orl46,613325,2311375,146,10.4,2.9,18.3,705,5.0,21,0
Orl47,588700,2318900,119,10.5,3.0,18.5,685,4.6,14,0
Orl48,588550,2319300,117,10.5,3.0,18.5,685,4.1,13,0
Orl49,588650,2319600,118,10.5,3.0,18.5,685,4.1,21,0
Orl50,587300,2319000,118,10.5,3.0,18.5,681,4.0,15,0
Orl51,624550,2308200,148,10.3,2.9,18.3,693,4.1,22,0
Orl52,597000,2333550,170,10.3,2.9,18.2,659,3.9,24,0
Orl54,613950,2313200,153,10.3,2.9,18.3,708,4.6,14,0
Orl56,625300,2307800,150,10.3,2.9,18.3,693,5.7,18,0
Orl57,590750,2329300,118,10.4,2.9,18.4,663,4.7,17,0
Orl59,602350,2324700,136,10.4,2.9,18.4,709,4.1,,0
Oth01,681945,2335952,210,10.1,2.5,18.2,767,4.9,12,0
Oth02,709380,2344908,300,9.9,2.2,18.0,813,4.8,14,0
Oth03,695656,2347571,260,9.8,2.3,17.8,799,4.6,17,0
Oth04,691539,2349407,220,9.9,2.3,17.9,781,4.5,17,0
Oth05,691482,2340197,255,9.9,2.3,17.9,822,4.6,14,0
Oth06,697913,2352914,225,9.9,2.3,17.9,758,4.2,25,0
Oth08,685241,2340203,230,10.0,2.3,17.9,813,3.9,22,0
Oth09,692036,2356122,225,10.0,2.6,18.0,721,4.2,18,0
Oth10,681327,2336944,220,10.1,2.4,18.1,780,4.6,23,0
Oth12,681988,2337654,235,10.0,2.4,18.0,795,3.8,22,0
Oth13,681809,2336050,215,10.1,2.5,18.2,767,4.1,27,0
Oth14,676497,2351994,110,10.5,2.9,18.5,704,7.9,16,0
Oth15,682550,2335860,175,10.1,2.5,18.2,768,7.6,14,1
Oth16,708913,2344800,220,9.9,2.2,18.0,813,7.7,12,1
Oth17,689506,2350877,200,10.0,2.4,17.9,753,7.0,15,1
Oth18,698694,2346320,205,9.7,2.2,17.8,816,6.5,12,1
Oth19,692237,2356125,205,10.0,2.6,18.0,721,4.8,16,1
Oth20,684836,2335693,225,10.1,2.4,18.2,771,5.3,14,1
Oth21,684830,2336093,220,10.1,2.4,18.2,771,4.9,18,0
Oth22,698146,2343007,220,9.8,2.2,17.8,820,4.7,15,1
Oth23,709386,2344608,290,9.9,2.2,18.0,813,4.8,16,0
Oth24,698493,2346317,230,9.7,2.2,17.7,821,4.4,13,0
Oth25,698891,2346524,265,9.7,2.2,17.7,812,4.6,16,0
Oth26,690696,2356201,205,10.1,2.6,18.0,718,4.1,17,0
Oth27,698177,2353119,210,9.9,2.3,17.9,758,3.9,22,0
Oth28,677754,2337997,130,10.2,2.6,18.2,765,5.2,13,0
Oth29,682848,2343271,160,10.1,2.5,18.0,804,5.2,12,1
Oth31,688052,2345149,230,10.0,2.4,17.9,804,5.6,12,0
Oth32,698560,2346318,220,9.7,2.2,17.8,816,4.8,14,0
Oth33,685143,2342303,225,10.0,2.4,18.0,805,4.7,17,0
PCL02,874222,2411497,340,9.3,0.9,17.9,855,7.6,15,0
PCL03,875502,2413495,377,9.1,0.8,17.5,912,6.5,17,1
PCL04,875375,2412995,380,9.1,0.8,17.5,897,6.1,16,1
PCL05,875550,2412719,395,9.1,0.8,17.5,912,5.9,14,1
PCL06,877001,2412992,395,9.0,0.7,17.4,920,5.9,14,1
PCL07,869262,2482004,320,9.1,0.7,17.5,840,7.1,13,1
PCL08,878998,2411087,390,9.1,0.8,17.5,908,5.4,14,0
PCL09,865422,2413215,280,9.6,1.0,18.2,782,4.4,15,0
PCL11,853127,2418991,300,9.1,0.9,17.5,857,7.3,14,1
PCL12,841176,2449031,340,8.8,0.8,17.0,963,7.6,12,0
PCL13,869171,2436970,270,9.0,0.9,17.3,844,6.1,14,0
PCL14,834120,2420026,310,8.8,0.8,16.9,972,7.9,14,0
PCL15,867364,2408959,250,9.5,1.0,18.2,838,7.6,10,0
PCL16,841176,2449031,350,8.8,0.8,17.0,963,7.7,14,1
PCL17,841176,2449031,345,8.8,0.8,17.0,963,7.7,17,0
PCL18,876628,2413768,370,9.1,0.8,17.4,913,7.4,15,1
PCL19,841176,2449031,350,8.8,0.8,17.0,963,7.6,12,1
PCL20,866066,2410463,220,9.6,1.0,18.3,812,7.6,11,1
PCL21,869171,2436970,303,9.0,0.9,17.3,844,7.4,10,1
PCL22,851314,2412492,255,9.1,0.9,17.5,900,6.1,12,1
PCS01,486791,2328656,115,10.6,3.6,18.3,639,7.7,12,0
PCS09,490074,2347290,245,10.1,3.1,17.8,775,5.1,12,0
PCS10,486666,2333726,125,10.5,3.5,18.2,649,5.4,12,1
PCS11,461541,2355763,125,10.4,3.6,18.1,745,5.3,13,0
PCS13,468001,2343839,91,10.7,3.8,18.5,656,5.1,15,0
PCS16,490377,2348173,247,10.1,3.1,17.8,781,4.5,18,0
PCS18,461808,2353905,142,10.5,3.7,18.1,736,4.1,21,0
PCS22,476195,2333562,175,10.4,3.5,18.2,678,4.2,20,0
PCS25,477542,2339475,179,10.4,3.4,18.1,690,4.0,19,0
PCS26,474849,2335350,176,10.4,3.5,18.2,678,4.3,26,0
PCS31,479815,2340346,185,10.4,3.4,18.2,686,4.3,34,0
PCS32,479884,2340446,185,10.4,3.4,18.2,686,4.0,30,0
PCS34,473872,2330540,172,10.4,3.5,18.2,687,4.2,23,0
PCS35,472054,2343536,170,10.6,3.7,18.4,673,4.8,40,0
PCS37,471583,2341422,100,10.6,3.7,18.4,669,4.9,15,0
PFo01,622375,2261000,412,10.0,2.5,18.1,895,4.1,13,0
PFo03,619000,2254500,,10.0,2.5,18.0,943,3.8,11,0
PFo34,601000,2247000,,10.6,3.0,18.8,877,4.9,20,0
PFo39,634500,2272750,,10.3,2.8,18.7,707,4.2,20,0
PFo45,622125,2253500,,10.0,2.5,18.1,946,4.6,11,1
PlB07,701700,2272800,,10.1,2.4,18.3,856,5.5,,0
PlB08,703100,2274200,290,10.1,2.4,18.3,855,4.0,24,0
PlB26,713500,2300000,250,10.1,2.3,18.4,787,5.1,9,0
PlB31,703300,2286600,210,10.3,2.5,18.5,757,6.4,,1
PlB42,727100,2316400,190,10.3,2.4,18.5,728,7.8,11,1
PlB48,725700,2314500,,10.1,2.3,18.4,756,7.7,12,1
PlB56,752000,2312000,,10.0,2.2,18.3,830,7.2,14,1
PlB57,757200,2310800,285,9.9,2.1,18.1,839,6.4,13,1
PlB58,764500,2305700,335,9.6,1.9,17.7,897,7.7,11,1
PlB60,754800,2316900,245,10.1,2.3,18.4,812,5.3,11,0
PlB63,717000,2289800,320,9.9,2.1,18.0,865,5.1,14,0
PlB66,767200,2326700,270,9.9,2.2,18.0,861,7.7,11,0
PlB69,758700,2310300,275,9.9,2.1,18.0,844,7.5,13,1
PlB73,755900,2328600,215,9.9,2.1,18.1,862,7.7,10,1
PlB74,716800,2289100,285,9.9,2.1,18.0,860,4.6,,0
PLe01,858057,2194642,550,8.8,0.6,17.3,1512,6.8,,1
PLe02,866605,2203827,610,8.3,0.2,16.7,1590,6.7,,0
PLe03,856805,2188480,500,9.3,0.9,17.9,1494,5.1,,0
PLe04,860121,2212154,600,9.1,0.9,17.7,1416,6.0,,1
PLe05,855083,2180297,500,9.5,1.1,18.0,1524,4.8,,0
PLe06,858044,2191737,525,9.0,0.7,17.4,1516,6.4,,1
PLe07,865440,2211486,550,8.8,0.7,17.4,1510,4.3,,0
PLe08,852293,2180980,600,9.3,1.0,17.8,1493,5.3,,1
PLe09,868211,2212511,645,8.8,0.5,17.4,1531,4.8,,0
PLe10,855330,2197229,510,9.2,0.9,17.7,1392,4.8,,0
PLe11,851437,2204674,470,9.5,1.2,18.0,1233,4.5,,0
PLe13,849968,2190395,540,9.7,1.3,18.4,1335,4.2,,0
PLe14,852104,2196992,320,9.6,1.2,18.2,1294,9.0,,1
PLe15,862109,2212241,555,9.0,0.8,17.5,1469,7.9,,1
PLe16,850194,2198214,420,9.8,1.4,18.5,1226,5.5,,1
PLe17,859051,2190779,610,9.1,0.8,17.7,1525,4.9,,1
PLe18,855147,2185306,480,9.5,1.0,18.0,1478,5.8,,1
PLe19,854572,2182578,600,9.5,1.1,18.0,1493,5.8,,1
PLe20,853378,2176520,610,9.3,1.0,17.8,1542,5.4,,0
PLe21,849356,2191871,535,9.9,1.5,18.5,1278,4.5,,0
PLe22,855971,2201561,475,8.9,0.8,17.3,1408,7.1,,1
PLe23,849675,2195789,450,9.8,1.4,18.4,1252,6.0,,1
PLe24,865015,2214872,400,9.5,1.0,18.2,1425,8.4,,1
PLe25,864648,2213854,340,9.2,0.9,18.0,1450,8.3,,1
PLe26,854820,2199510,510,9.1,0.9,17.5,1378,8.5,,1
PLe27,864799,2213560,550,9.2,0.9,18.0,1450,8.8,,1
PLe28,865141,2213576,511,9.2,0.9,18.0,1450,7.6,,0
PLe29,851267,2187345,460,9.6,1.2,18.3,1395,7.5,,1
PLe30,854734,2185288,590,9.5,1.0,18.0,1478,6.4,,1
PLe31,850819,2186525,470,9.6,1.2,18.3,1395,6.7,,1
PLe32,865583,2215999,500,9.4,1.0,18.2,1431,8.5,,0
PLe33,851167,2186440,540,9.5,1.2,18.2,1414,8.3,,1
PLe34,864524,2213548,420,9.2,0.9,18.0,1450,9.0,,0
PLe35,850873,2198442,450,9.7,1.3,18.3,1257,8.4,,0
PLe36,855226,2206136,530,9.1,0.9,17.5,1341,7.4,,0
PLe37,859940,2205237,540,8.6,0.6,17.0,1499,5.1,,1
PLe38,855990,2184941,490,9.5,1.1,18.1,1480,5.1,,1
PLe39,859844,2197923,560,8.6,0.4,17.0,1544,5.3,,0
PLe40,862109,2212241,590,9.0,0.8,17.5,1469,5.5,,1
PLe41,860486,2211669,585,9.1,0.9,17.7,1416,5.0,,0
PLe42,854336,2188175,212,9.4,1.0,18.0,1450,5.1,,0
PLe43,847656,2179586,550,9.1,0.9,17.7,1436,4.8,,0
PLe44,850173,2180491,580,9.2,1.0,17.8,1475,4.7,,0
PLe45,853815,2193960,310,9.4,1.0,17.9,1375,8.8,,1
PLL001,387750,2260097,75,11.4,4.4,19.1,597,5.1,18,0
PLL002,387720,2260200,75,11.4,4.4,19.1,597,4.2,19,0
PLL003,387767,2260320,75,11.4,4.4,19.1,597,3.7,24,0
PLL004,387568,2260525,75,11.4,4.4,19.1,597,4.1,23,0
PLL005,387293,2260347,70,11.4,4.4,19.0,601,4.2,19,0
PLL006,386960,2259840,70,11.4,4.4,19.0,601,5.8,20,0
PLL007,387130,2260033,70,11.4,4.4,19.0,601,5.3,20,0
PLL008,387280,2259903,75,11.4,4.4,19.0,601,3.7,25,0
PLL009,387398,2259628,80,11.4,4.4,19.0,601,4.0,26,0
PLL010,386178,2260375,75,11.4,4.4,19.0,603,3.7,18,0
PLL011,386983,2259330,85,11.4,4.4,19.0,599,3.7,22,0
PLL012,386368,2260097,80,11.4,4.4,19.0,603,4.1,19,0
PLL013,386990,2258803,80,11.4,4.4,19.0,599,3.7,22,0
PLL014,386512,2260145,70,11.4,4.4,19.0,601,3.8,26,0
PLL015,385825,2261515,90,11.4,4.4,19.0,609,4.1,18,0
PLL016,386580,2259975,70,11.4,4.4,19.0,601,4.2,19,0
PLL017,385930,2261240,80,11.4,4.4,19.0,606,3.9,20,0
PLL018,386848,2261135,70,11.4,4.4,19.0,601,3.9,20,0
PLL019,385775,2261648,80,11.4,4.4,19.0,609,3.7,19,0
PLL020,388788,2260900,60,11.5,4.4,19.1,593,4.6,15,0
PLL021,389150,2262653,50,11.5,4.5,19.2,597,4.5,24,0
PLL022,389055,2260915,60,11.5,4.4,19.1,593,4.0,20,0
PLL023,388810,2262845,60,11.5,4.5,19.2,597,4.3,31,0
PLL024,362580,2235780,150,11.0,4.0,18.6,777,4.3,18,0
PLL025,362530,2235840,150,11.0,4.0,18.6,777,5.2,16,0
PLL026,362515,2235925,150,11.0,4.0,18.6,777,4.0,19,0
